,text,language_code,text_code,n_chars,script_name,script_type,language,language_family,language_sub_family,font,oreintation,characters,consonants,vowels,secondary_type,path,text_width,text_pixels
2654,يمكن,ar,9,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_9.jpeg,90,751
2655,رقم,ar,10,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_10.jpeg,55,483
2656,صوت,ar,11,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_11.jpeg,88,609
2657,شعب,ar,12,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_12.jpeg,88,638
2658,الماء,ar,13,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_13.jpeg,67,566
2659,أولا,ar,14,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_14.jpeg,52,481
2660,مكان,ar,15,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_15.jpeg,74,604
2661,أين,ar,16,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_16.jpeg,54,474
2662,بعد,ar,17,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_17.jpeg,64,456
2663,قليلا,ar,18,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_18.jpeg,101,863
2664,مستدير,ar,19,6,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_19.jpeg,138,968
2665,كل,ar,20,2,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_20.jpeg,50,387
2666,تحت,ar,21,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_21.jpeg,85,552
2667,عن طريق,ar,22,7,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_22.jpeg,133,1116
2668,حكم,ar,23,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_23.jpeg,65,586
2669,عظيم,ar,24,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_24.jpeg,82,807
2670,فكر,ar,25,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_25.jpeg,71,532
2671,تختلف,ar,26,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_26.jpeg,138,963
2672,سبب,ar,27,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_27.jpeg,103,567
2673,قبل,ar,28,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_28.jpeg,79,570
2674,يمين,ar,29,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_29.jpeg,86,750
2675,تلاتة,ar,30,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_30.jpeg,107,713
2676,صغير,ar,31,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_31.jpeg,95,807
2677,كبير,ar,32,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_32.jpeg,96,679
2678,تهجي,ar,33,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_33.jpeg,90,710
2679,اتبع,ar,34,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_34.jpeg,92,605
2680,تغيير,ar,35,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_35.jpeg,109,899
2681,ضوء,ar,36,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_36.jpeg,69,542
2682,المنزل,ar,37,6,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_37.jpeg,102,824
2683,رسم,ar,38,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_38.jpeg,69,488
2684,مرة أخرى,ar,39,8,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_39.jpeg,114,976
2685,,ar,40,0,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_40.jpeg,0,0
2686,نقطة,ar,41,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_41.jpeg,85,744
2687,أم,ar,42,2,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_42.jpeg,24,262
2688,عالم,ar,43,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_43.jpeg,63,602
2689,بنى,ar,44,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_44.jpeg,78,517
2690,أرض,ar,45,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_45.jpeg,62,489
2691,أب,ar,46,2,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_46.jpeg,40,263
2692,وقف,ar,47,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_47.jpeg,70,610
2693,ان,ar,48,2,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_48.jpeg,30,226
2694,بلد,ar,49,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_49.jpeg,69,424
2695,أنشأ,ar,50,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_50.jpeg,77,633
2696,جواب,ar,51,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_51.jpeg,75,587
2697,مدرسة,ar,52,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_52.jpeg,95,710
2698,درس,ar,53,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_0.jpeg,66,419
2699,ما زال,ar,54,6,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_1.jpeg,74,566
2700,تعلم,ar,55,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_2.jpeg,87,705
2701,نبات,ar,56,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_3.jpeg,94,560
2702,غطاء,ar,57,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_4.jpeg,63,596
2703,بين,ar,58,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_5.jpeg,78,535
2704,حالة,ar,59,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_6.jpeg,64,577
2705,أبدا,ar,60,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_7.jpeg,63,424
2706,فكر,ar,61,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_8.jpeg,71,532
2707,عبر,ar,62,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_9.jpeg,61,448
2708,بدء,ar,63,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_10.jpeg,60,351
2709,قد,ar,64,2,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_11.jpeg,40,330
2710,تَمْثِيلِيَّة,ar,65,13,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_12.jpeg,163,1352
2711,سحلية,ar,66,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_13.jpeg,119,967
2712,بينما,ar,67,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_14.jpeg,102,765
2713,كبس,ar,68,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_15.jpeg,99,622
2714,غلق,ar,69,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_16.jpeg,64,619
2715,الليل,ar,70,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_17.jpeg,98,795
2716,شمال,ar,71,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_18.jpeg,85,674
2717,معا,ar,72,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_19.jpeg,41,432
2718,أبيض,ar,73,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_20.jpeg,106,783
2719,أطفال,ar,74,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_21.jpeg,94,790
2720,بدأ,ar,75,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_22.jpeg,55,355
2721,مثل,ar,76,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_23.jpeg,70,512
2722,ورق,ar,77,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_24.jpeg,51,463
2723,مجموعة,ar,78,6,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_25.jpeg,97,1010
2724,دوما,ar,79,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_26.jpeg,53,463
2725,موسيقى,ar,80,6,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_27.jpeg,142,1197
2726,اولئك,ar,81,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_28.jpeg,96,832
2727,غالبا ما,ar,82,8,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_29.jpeg,119,911
2728,رسالة,ar,83,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_30.jpeg,96,696
2729,حتى,ar,84,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_31.jpeg,77,578
2730,نهر,ar,85,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_32.jpeg,47,348
2731,ثان,ar,86,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_33.jpeg,62,407
2732,حمل,ar,87,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_34.jpeg,59,539
2733,علم,ar,88,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_35.jpeg,55,533
2734,صديق,ar,89,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_36.jpeg,106,842
2735,بدات,ar,90,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_37.jpeg,87,495
2736,جبل,ar,91,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_38.jpeg,75,547
2737,حصان,ar,92,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_39.jpeg,93,730
2738,شاهد,ar,93,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_40.jpeg,75,542
2739,لون,ar,94,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_41.jpeg,58,468
2740,كفي,ar,95,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_42.jpeg,83,664
2741,واضح,ar,96,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_43.jpeg,85,722
2742,عادي,ar,97,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_44.jpeg,64,579
2743,صغير,ar,98,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_45.jpeg,95,807
2744,جاهز,ar,99,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_46.jpeg,54,488
2745,فوق,ar,100,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_47.jpeg,70,610
2746,رغم,ar,101,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_48.jpeg,47,454
2747,أسرة,ar,102,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_49.jpeg,72,558
2748,مباشر,ar,103,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_50.jpeg,107,750
2749,ترك,ar,104,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_51.jpeg,72,473
2750,قاس,ar,105,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_52.jpeg,72,550
2751,حاصل الضرب,ar,106,10,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_0.jpeg,217,1532
2752,أسود,ar,107,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_1.jpeg,76,577
2753,قصير,ar,108,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_2.jpeg,103,834
2754,رقم,ar,109,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_3.jpeg,55,483
2755,فصل,ar,110,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_4.jpeg,95,697
2756,سؤال,ar,111,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_5.jpeg,83,662
2757,حدث,ar,112,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_6.jpeg,68,481
2758,كامل,ar,113,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_7.jpeg,74,617
2759,ترتيب,ar,114,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_8.jpeg,132,806
2760,جنوب,ar,115,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_9.jpeg,89,675
2761,مشكلة,ar,116,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_10.jpeg,118,952
2762,جزء,ar,117,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_11.jpeg,46,409
2763,منذ,ar,118,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_12.jpeg,53,419
2764,كامل,ar,119,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_13.jpeg,74,617
2765,فضاء,ar,120,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_14.jpeg,94,701
2766,سمعت,ar,121,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_15.jpeg,104,778
2767,أفضل,ar,122,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_16.jpeg,103,806
2768,خلال,ar,123,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_17.jpeg,73,627
2769,مائة,ar,124,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_18.jpeg,61,595
2770,تذكر,ar,125,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_19.jpeg,87,574
2771,مبكرا,ar,126,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_20.jpeg,96,693
2772,أرض,ar,127,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_21.jpeg,62,489
2773,اهتمام,ar,128,6,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_22.jpeg,93,739
2774,وَصَلَ,ar,129,6,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_23.jpeg,86,670
2775,استمع,ar,130,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_24.jpeg,115,847
2776,جدول,ar,131,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_25.jpeg,72,618
2777,سفر,ar,132,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_26.jpeg,82,558
2778,الصباح,ar,133,6,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_27.jpeg,133,974
2779,بسيط,ar,134,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_28.jpeg,120,840
2780,عده,ar,135,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_29.jpeg,45,401
2781,العله,ar,136,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_30.jpeg,82,718
2782,نحو,ar,137,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_31.jpeg,57,506
2783,ضد,ar,138,2,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_32.jpeg,57,396
2784,رسم,ar,139,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_33.jpeg,69,488
2785,مركز,ar,140,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_34.jpeg,68,559
2786,شخص,ar,141,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_35.jpeg,102,788
2787,مال,ar,142,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_36.jpeg,46,400
2788,خدم,ar,143,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_37.jpeg,52,471
2789,بدا,ar,144,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_38.jpeg,55,323
2790,تحكم,ar,145,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_39.jpeg,97,758
2791,لاحظ,ar,146,4,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_40.jpeg,76,675
2792,صوت,ar,147,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_41.jpeg,88,609
2793,قوة,ar,148,3,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_42.jpeg,52,509
2794,متأكد,ar,149,5,Arabic,abjad,Arabic,Afro-Asiatic,Semitic,NotoSansArabic-Regular.ttf,left-right,,,, when diacrtics used abugida,data/images/Arabic_43.jpeg,99,743
